Species	Symbol	Ensembl	Family	Protein	Entrez ID
Canis_familiaris	ZNF503	ENSCAFG00000015427	Others	-	489058
Canis_familiaris	LYAR	ENSCAFG00000015675	Others	-	479095
Canis_familiaris	HIF1A	ENSCAFG00000015718	Others	-	480348
Canis_familiaris	AHCTF1	ENSCAFG00000015937	Others	-	480106
Canis_familiaris	ZNF280D	ENSCAFG00000016112	Others	-	478315
Canis_familiaris	ZNF488	ENSCAFG00000016189	Others	-	489083
Canis_familiaris	CC2D1A	ENSCAFG00000016566	Others	-	484911
Canis_familiaris	-	ENSCAFG00000016771	Others	-	-
Canis_familiaris	CREBRF	ENSCAFG00000016798	Others	-	612888
Canis_familiaris	ELMSAN1	ENSCAFG00000016864	Others	-	490775
Canis_familiaris	PHB	ENSCAFG00000016926	Others	-	480547
Canis_familiaris	-	ENSCAFG00000016929	Others	-	490422
Canis_familiaris	ZNF609	ENSCAFG00000017094	Others	-	478342
Canis_familiaris	SETBP1	ENSCAFG00000017676	Others	-	490472
Canis_familiaris	-	ENSCAFG00000018271	Others	-	-
Canis_familiaris	-	ENSCAFG00000018403	Others	-	-
Canis_familiaris	NKRF	ENSCAFG00000018411	Others	-	100684319
Canis_familiaris	ZNF414	ENSCAFG00000018529	Others	-	-
Canis_familiaris	KHSRP	ENSCAFG00000018667	Others	-	485022
Canis_familiaris	ZNF280C	ENSCAFG00000018759	Others	-	481049
Canis_familiaris	CAPN15	ENSCAFG00000019667	Others	-	490097
Canis_familiaris	TCF25	ENSCAFG00000019808	Others	-	608053
Canis_familiaris	CIZ1	ENSCAFG00000020086	Others	-	480709
Canis_familiaris	ZNF326	ENSCAFG00000020195	Others	-	612406
Canis_familiaris	-	ENSCAFG00000029994	Others	-	-
Canis_familiaris	-	ENSCAFG00000032045	Others	-	-
Canis_familiaris	-	ENSCAFG00000032306	Others	-	478406
